Student_ID,Age,Class,Math_Score,Science_Score,English_Score,Extracurricular_Score,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Percentage,Career_Field,Subfield
2086,17,11th,77,71,103,7,10,7,6,7,3,84,Lawyer,Total Law
2087,16,11th,94,86,80,3,8,8,5,7,3,87,Accountant,Dimensional Accounting
2088,18,12th,86,97,102,7,8,8,8,8,2,96,Lawyer,Complete Law
2089,16,12th,72,59,95,10,9,8,6,6,3,75,Designer,Ultimate Design
2090,17,12th,44,43,99,10,8,8,6,9,2,62,Musician,Quantum Music
2091,17,12th,81,100,105,9,8,8,9,9,2,97,Psychologist,Maximum Psychology
2092,17,12th,57,57,93,9,10,6,4,6,2,69,Artist,Eternal Art
2093,18,12th,86,99,87,5,7,8,5,7,2,91,Doctor,Supreme Medicine
2094,17,11th,83,83,99,8,10,8,6,9,3,88,IT Professional,Game Development
2095,18,12th,38,34,107,10,9,5,9,9,2,62,Musician,Legendary Music
2096,16,11th,78,72,90,8,9,6,8,8,3,80,IT Professional,Web Development
2097,16,11th,86,113,106,9,9,7,9,9,2,105,Teacher,Premier Learning
2098,18,12th,85,110,105,9,9,7,9,9,2,103,Teacher,Summit Learning
2099,18,12th,96,92,87,6,8,8,8,6,2,92,Pilot,Supreme Pilot
2100,17,11th,89,86,90,6,7,8,4,9,3,88,Pilot,Final Pilot
2101,18,12th,69,75,97,10,10,6,8,9,2,80,Designer,Infinite Design
2102,16,11th,94,88,91,6,10,8,7,9,2,91,Engineer,Superior Engineering
2103,18,12th,92,94,89,5,9,7,6,9,2,92,Pilot,Peak Pilot
2104,16,11th,84,85,92,9,8,8,9,7,3,87,IT Professional,Space Technology
2105,16,11th,96,97,91,6,9,8,6,6,2,95,Doctor,Precision Medicine
2106,17,12th,100,102,92,6,8,9,6,8,2,98,Engineer,Ultimate Engineering
2107,17,12th,95,96,80,6,9,6,4,9,2,90,Scientist,Consciousness Science
2108,16,11th,91,84,99,8,7,9,9,6,3,91,IT Professional,AR/VR Development
2109,16,12th,81,81,100,8,7,9,6,7,2,87,Lawyer,Zenith Law
2110,18,11th,90,87,95,8,7,8,8,6,2,91,IT Professional,Cosmic Programming
2111,17,11th,87,85,92,9,7,7,5,8,2,88,IT Professional,Space Technology
2112,18,12th,74,69,96,9,7,7,4,8,2,80,Designer,Product Design
2113,16,11th,90,83,95,9,7,8,7,7,3,89,Business,Zenith Commerce
2114,17,11th,89,77,91,9,10,6,6,7,3,86,IT Professional,Omnipotent Programming
2115,17,12th,98,101,91,6,7,8,6,7,2,97,Engineer,Dimensional Engineering
2116,16,11th,79,95,103,9,9,8,9,8,3,93,Psychologist,Complete Psychology
2117,16,12th,103,95,86,6,7,8,6,6,2,95,Scientist,Reality Science
2118,16,12th,99,96,84,5,10,9,7,8,2,93,Scientist,Legendary Science
2119,17,11th,64,59,96,10,9,7,8,7,3,73,Designer,UI/UX Design
2120,18,12th,98,100,89,4,7,8,4,7,2,96,Accountant,Universal Finance
2121,18,11th,99,103,83,6,10,8,6,6,3,95,Scientist,Omnipresent Science
2122,18,12th,94,90,85,5,7,8,7,7,2,90,Pilot,Dimensional Pilot
2123,18,11th,77,72,102,9,8,8,4,6,2,84,Psychologist,Sports Psychology
2124,17,11th,77,82,96,8,10,7,4,8,2,85,Psychologist,Transcendent Psychology
2125,16,11th,53,47,103,9,10,8,7,7,3,68,Artist,Multidimensional Art
2126,18,12th,98,99,84,5,9,8,5,8,3,95,Scientist,Cosmic Science
2127,18,12th,94,84,88,5,7,6,6,8,3,89,Pilot,Grand Pilot
2128,16,11th,76,71,95,8,8,9,9,7,2,81,Lawyer,Immigration Law
2129,18,12th,83,82,89,9,8,8,9,7,2,85,IT Professional,IoT Development
2130,18,12th,98,85,90,6,9,6,6,6,3,91,Engineer,Apex Engineering
2131,17,11th,93,87,92,6,8,7,7,7,2,91,Pilot,Perfect Pilot
2132,17,11th,98,94,81,7,10,7,7,6,2,91,Engineer,Electronics & Communication
2133,18,12th,95,94,87,6,9,6,4,8,3,92,Doctor,Apex Medicine
2134,16,11th,103,94,81,5,9,7,8,9,2,93,Scientist,Artificial Intelligence
2135,17,11th,97,103,79,6,10,9,4,8,3,93,Scientist,Supreme Science
2136,16,11th,86,72,93,8,7,8,7,7,3,84,Lawyer,Eternal Law
2137,18,11th,82,87,96,8,9,8,4,7,2,88,Teacher,Planetary Education
2138,16,11th,88,90,86,6,7,6,8,6,3,88,Doctor,Cardiology
2139,17,12th,84,75,95,9,10,7,7,9,2,85,IT Professional,Web Development
2140,16,11th,48,37,103,10,8,6,5,7,3,63,Musician,Bioacoustics
2141,18,12th,94,88,84,5,10,9,6,7,2,89,Engineer,Legendary Engineering
2142,18,11th,92,92,73,3,8,6,5,7,3,86,Accountant,Longevity Finance
2143,17,11th,93,85,75,5,10,6,6,8,2,84,Engineer,Reality Engineering
2144,16,11th,101,103,92,5,7,9,6,8,2,99,Doctor,Eternal Medicine
2145,17,12th,96,97,85,5,9,9,4,7,2,93,Scientist,Reality Science
2146,17,12th,82,88,94,8,10,9,6,7,2,88,Business,Legendary Business
2147,16,11th,82,94,95,8,7,7,7,8,3,90,IT Professional,Omnipotent Computing
2148,16,11th,71,71,93,9,9,5,9,8,2,78,Designer,Space Design
2149,18,12th,42,38,101,9,8,6,8,9,2,63,Musician,Total Music
2150,17,11th,54,48,104,10,10,6,7,6,2,69,Musician,Mythical Music
2151,17,12th,83,86,86,9,9,8,8,9,3,85,IT Professional,Cybersecurity
2152,18,11th,97,95,89,5,8,6,8,6,2,94,Doctor,Longevity Medicine
2153,17,11th,104,85,93,5,8,9,7,7,3,94,Pilot,Search and Rescue Pilot
2154,16,11th,94,87,76,6,8,8,4,8,3,86,Engineer,Maximum Engineering
2155,16,11th,89,75,95,8,7,7,7,6,3,86,IT Professional,Eternal Programming
2156,17,12th,85,76,99,8,10,8,4,9,3,87,Business,Innovation Management
2157,18,12th,53,51,104,9,8,8,7,6,2,69,Musician,Music Technology
2158,18,12th,96,105,87,5,10,9,9,7,3,96,Scientist,Apex Science
2159,18,11th,97,95,79,7,8,8,9,8,3,90,Engineer,Quantum Engineering
2160,17,12th,104,102,82,5,10,9,8,7,2,96,Scientist,Eternal Science
2161,17,11th,55,48,106,9,9,9,9,6,3,70,Artist,Omniscient Art
2162,17,12th,90,90,90,5,10,7,8,9,3,90,Doctor,Genetic Medicine
2163,16,11th,88,91,98,8,9,7,9,8,2,92,IT Professional,Planetary Computing
2164,17,12th,93,95,84,5,7,9,6,8,2,91,Doctor,Anesthesiology
2165,17,11th,93,75,85,4,7,6,5,6,3,84,Accountant,Heroic Finance
2166,18,12th,97,99,89,7,9,8,7,7,2,95,Engineer,Infinite Engineering
2167,18,12th,45,41,98,9,8,6,8,9,2,63,Musician,Total Music
2168,16,12th,82,82,96,7,8,6,6,8,3,87,Teacher,Longevity Education
2169,18,12th,81,74,95,8,9,8,6,8,3,83,Lawyer,Constitutional Law
2170,18,12th,82,87,95,8,9,9,4,6,3,88,Teacher,Eternal Learning
2171,18,11th,94,97,86,5,9,6,6,6,3,92,Scientist,Master Science
2172,17,12th,89,82,97,8,10,9,9,8,3,89,IT Professional,Pinnacle Computing
2173,17,12th,96,92,80,5,10,6,9,7,2,89,Engineer,Network Engineering
2174,18,11th,65,73,91,9,9,9,4,7,2,76,Designer,Environmental Design
2175,16,12th,53,44,104,10,9,7,6,8,3,67,Musician,Music Education
2176,16,12th,58,57,93,9,8,9,8,8,2,69,Artist,Elite Art
2177,18,12th,100,102,91,5,7,9,6,8,2,98,Doctor,Perfect Medicine
2178,17,12th,50,46,98,10,10,5,9,9,3,65,Artist,Infinite Art
2179,17,11th,83,75,87,8,8,8,6,8,3,82,Business,Infinite Commerce
2180,17,12th,85,87,95,8,9,9,4,6,2,89,IT Professional,Final Systems
2181,18,12th,85,92,87,5,9,6,6,9,3,88,Doctor,Consciousness Healing
2182,17,12th,97,96,79,6,10,8,4,8,3,91,Scientist,Complete Science
2183,16,11th,90,84,96,8,9,8,10,8,2,90,Business,Reality Business
2184,17,11th,102,95,89,6,9,9,8,8,2,95,Pilot,Autonomous Flight Systems
2185,17,12th,84,74,88,8,10,8,9,7,2,82,Business,Venture Capital
2186,17,11th,100,91,91,3,10,8,9,6,3,94,Accountant,Elite Finance
2187,17,12th,103,105,94,6,8,9,7,9,2,101,Doctor,Infinite Medicine
2188,16,11th,44,40,98,10,9,5,9,8,2,62,Musician,Supreme Music
2189,18,11th,97,100,83,5,10,6,7,9,3,93,Scientist,Omnipotent Science
2190,16,11th,79,84,104,8,9,8,8,9,2,89,Lawyer,Aviation Law
2191,17,11th,89,94,80,4,8,7,9,8,2,88,Accountant,Grand Finance
2192,17,11th,101,99,80,7,8,8,6,6,2,93,Engineer,Reality Engineering
2193,17,12th,77,92,104,8,10,6,4,6,3,91,Teacher,Zenith Education
2194,16,11th,68,70,94,9,8,6,5,8,3,77,Designer,Immortal Design
2195,16,12th,77,81,104,7,7,6,4,6,3,87,Teacher,Maximum Education
2196,16,11th,93,112,119,9,8,8,9,7,3,113,IT Professional,Peak Systems
2197,18,11th,72,86,96,7,8,8,8,7,2,85,Teacher,Educational Technology
2198,18,11th,88,101,87,5,8,9,4,8,2,92,Doctor,Dimensional Medicine
2199,16,12th,84,90,86,9,8,6,6,9,2,87,IT Professional,Longevity Technology
2200,16,12th,101,90,91,5,10,8,9,7,2,94,Engineer,Cosmic Engineering
2201,16,11th,87,77,94,8,7,8,6,8,3,86,Business,Godlike Business
2202,16,12th,55,54,98,10,10,7,8,8,3,69,Artist,Total Art
2203,17,11th,42,43,94,10,10,6,6,9,2,60,Musician,Bioacoustics
2204,16,12th,89,98,89,6,9,7,6,6,2,92,Pilot,Corporate Pilot
2205,17,12th,71,67,93,9,9,5,9,9,3,77,Designer,Industrial Design
2206,16,11th,102,96,86,5,7,9,4,7,3,95,Pilot,Atmospheric Research Pilot
2207,18,12th,88,75,92,9,9,9,10,8,3,85,Business,Entrepreneurship
2208,16,11th,93,94,76,7,7,8,8,9,2,88,Engineer,Environmental Engineering
2209,18,11th,82,84,92,9,7,7,9,6,2,86,Business,Infinite Economy
2210,18,12th,39,35,104,9,8,6,8,9,2,63,Musician,Heroic Music
2211,16,11th,89,82,101,8,8,7,6,8,2,91,Business,Venture Capital
2212,17,11th,88,80,90,9,10,6,7,9,3,86,IT Professional,Omniscient Programming
2213,17,12th,103,93,82,4,10,6,6,7,2,93,Accountant,Internal Auditing
2214,17,12th,79,78,96,8,8,8,4,7,3,84,Lawyer,Elite Law
2215,18,12th,90,107,105,7,9,8,8,8,2,103,Lawyer,Grand Law
2216,18,11th,78,79,89,8,10,7,8,7,3,82,IT Professional,Absolute Systems
2217,18,11th,40,41,99,9,8,9,4,6,2,60,Musician,Spatial Audio
2218,16,11th,76,76,100,8,7,9,8,7,2,84,Psychologist,Counseling Psychology
2219,17,12th,98,104,104,9,9,9,9,7,3,103,Business,Final Economy
2220,16,11th,83,88,96,9,9,9,5,6,2,89,Business,Complete Commerce
2221,17,12th,45,49,100,9,8,7,9,9,3,65,Musician,Heroic Music
2222,17,11th,76,74,100,8,9,7,9,6,3,83,Psychologist,Transcendent Psychology
2223,16,12th,86,93,91,5,9,8,9,7,3,90,Doctor,Radiology
2224,16,11th,42,38,104,9,8,6,8,8,2,64,Musician,Grand Music
2225,16,12th,101,97,89,5,10,8,7,9,3,96,Engineer,Universal Engineering
2226,18,11th,44,46,94,9,9,6,7,7,3,61,Musician,Dimensional Music
2227,17,12th,106,107,92,5,9,8,5,8,3,103,Scientist,Epic Science
2228,17,11th,80,76,96,8,8,6,6,7,3,84,IT Professional,Eternal Computing
2229,17,11th,75,73,101,7,7,7,6,6,3,83,Lawyer,Ultimate Law
2230,18,12th,105,107,97,7,9,9,7,8,2,103,Engineer,Ultimate Engineering
2231,17,11th,78,91,89,8,7,8,8,8,3,86,IT Professional,Superior Computing
2232,17,12th,104,105,90,6,8,9,6,7,2,101,Scientist,Omnipotent Science
2233,16,11th,68,77,94,9,8,9,8,9,3,80,Psychologist,Grand Psychology
2234,17,12th,40,41,103,9,9,9,7,7,3,61,Musician,Electronic Music
2235,16,12th,81,94,97,8,7,8,7,8,2,91,Teacher,Supreme Education
2236,16,11th,88,105,107,8,8,9,9,7,2,102,Lawyer,Master Law
2237,17,12th,104,106,95,6,8,8,7,8,3,102,Doctor,Epic Medicine
2238,16,11th,88,91,86,8,9,6,6,9,2,88,IT Professional,Cosmic Systems
2239,16,12th,92,105,79,6,7,7,9,8,2,92,Scientist,Multidimensional Science
2240,16,11th,48,47,108,10,7,8,6,9,3,68,Artist,Epic Art
2241,16,11th,80,95,100,9,9,7,9,9,2,93,Teacher,Ultimate Learning
2242,17,11th,49,47,94,9,10,7,9,8,2,63,Musician,Master Music
2243,17,11th,70,77,103,8,8,9,7,7,3,83,Psychologist,Omnipresent Psychology
2244,18,12th,65,67,96,10,10,6,9,9,2,76,Designer,Longevity Design
2245,18,12th,99,124,131,8,9,7,9,8,2,125,IT Professional,Immortal Programming
2246,18,12th,96,100,80,6,8,6,8,7,2,92,Doctor,Oncology
2247,17,12th,54,45,98,9,10,9,4,9,2,66,Artist,Cosmic Art
2248,18,12th,52,48,100,9,9,6,8,8,2,68,Artist,Perfect Art
2249,16,12th,86,78,96,8,8,6,5,6,3,87,Business,Absolute Economy
2250,16,11th,83,107,105,9,9,5,9,8,2,100,Designer,Immortal Design
2251,16,11th,93,100,96,6,10,8,6,9,3,96,Pilot,Summit Pilot
2252,18,12th,86,97,90,6,10,7,8,9,2,91,Engineer,Godlike Engineering
2253,16,11th,103,105,95,7,9,9,7,8,2,101,Engineer,Infinite Engineering
2254,16,12th,54,54,99,9,9,8,4,6,2,69,Artist,Peak Art
2255,16,12th,97,93,77,3,8,8,9,8,3,89,Accountant,Business Valuation
2256,17,12th,93,97,99,9,8,9,9,7,2,97,Business,Complete Commerce
2257,16,11th,94,90,85,6,8,9,8,6,3,90,Pilot,Cosmic Pilot
2258,17,12th,74,84,99,7,10,8,5,8,2,86,Teacher,Music Education
2259,18,11th,44,47,97,9,8,7,5,6,3,63,Musician,Maximum Music
2260,18,11th,98,97,85,5,8,9,5,9,3,93,Doctor,Nephrology
2261,17,12th,101,95,90,6,7,7,7,6,2,95,Pilot,Corporate Pilot
2262,16,11th,78,86,94,8,9,6,7,6,3,86,IT Professional,Eternal Programming
2263,18,11th,94,83,92,8,8,7,4,9,2,90,Business,Supreme Commerce
2264,18,11th,103,97,81,5,10,8,6,8,3,94,Pilot,Summit Pilot
2265,16,12th,55,46,102,9,9,9,4,6,3,68,Artist,Digital Art
2266,17,12th,86,93,91,6,7,8,8,7,3,90,Doctor,Elite Medicine
2267,16,11th,74,79,96,9,8,8,9,9,2,83,Psychologist,Fusion Psychology
2268,18,11th,90,73,90,8,9,7,8,7,3,84,Business,Immortal Business
2269,17,12th,97,92,81,5,7,7,4,6,3,90,Doctor,Genetic Medicine
2270,16,11th,102,104,94,6,8,9,6,8,2,100,Engineer,Cosmic Engineering
2271,17,12th,91,90,80,5,7,6,5,6,3,87,Doctor,Reality Medicine
2272,18,11th,48,46,107,10,9,6,8,9,2,67,Musician,Planetary Music
2273,17,12th,102,103,88,5,9,9,5,8,2,99,Scientist,Transcendent Science
2274,16,12th,98,78,83,4,10,9,9,9,2,86,Accountant,Epic Finance
2275,16,11th,101,87,82,5,7,9,9,6,2,90,Pilot,Universal Pilot
2276,18,12th,102,103,88,6,8,9,6,7,2,99,Scientist,Perfect Science
2277,16,11th,69,83,102,8,7,7,6,6,2,85,Psychologist,Virtual Reality Therapy
2278,16,11th,84,89,86,9,10,9,4,6,2,86,IT Professional,Multidimensional Computing
2279,17,11th,96,104,78,5,10,7,8,6,3,93,Scientist,Absolute Science
2280,18,12th,72,82,98,8,7,9,9,8,3,84,Psychologist,Zenith Psychology
2281,18,11th,85,84,94,8,7,7,7,9,2,88,Lawyer,Aviation Law
2282,17,11th,99,83,84,4,10,7,9,9,2,89,Accountant,Supreme Finance
2283,16,11th,61,74,90,10,9,6,4,9,2,75,Designer,Absolute Design
2284,17,11th,97,85,96,6,9,6,7,8,2,93,Pilot,Complete Pilot
2285,18,11th,103,97,87,5,7,7,8,9,3,96,Scientist,Epic Science
2286,18,11th,72,81,103,7,7,8,4,6,3,85,Teacher,Pinnacle Education
2287,18,11th,83,86,94,9,10,7,5,6,2,88,IT Professional,Cosmic Programming
2288,16,12th,53,44,92,9,7,9,6,8,3,63,Artist,Graphic Arts
2289,18,11th,68,84,93,8,9,9,4,6,3,82,Psychologist,Organizational Psychology
2290,16,12th,88,90,97,8,7,6,4,8,3,92,IT Professional,Mythical Programming
2291,17,12th,103,86,88,5,10,7,8,9,2,92,Pilot,Epic Pilot
2292,18,12th,97,91,82,6,9,8,4,9,2,90,Doctor,Orthopedic Surgery
2293,17,12th,60,69,90,10,8,9,7,9,3,73,Designer,Service Design
2294,17,11th,95,88,89,9,7,7,6,6,2,91,Business,Management Consulting
2295,17,12th,73,74,93,8,10,7,8,7,2,80,Psychologist,Transcendent Psychology
2296,16,11th,90,93,88,5,7,8,4,7,3,90,Doctor,Transcendent Medicine
2297,18,11th,89,84,90,5,7,7,4,7,2,88,Pilot,Epic Pilot
2298,18,11th,88,89,77,7,10,9,9,7,3,85,Engineer,Immortal Engineering
2299,17,12th,98,96,82,6,9,9,8,6,3,92,Pilot,Heroic Pilot
2300,16,11th,92,84,73,3,7,6,7,8,3,83,Accountant,Omniscient Finance
2301,18,12th,70,77,99,9,7,9,6,7,3,82,Psychologist,Absolute Psychology
2302,17,11th,77,85,103,7,8,6,6,7,2,88,Teacher,Art Education
2303,18,11th,77,89,97,7,7,6,4,6,3,88,Teacher,Cosmic Learning
2304,18,11th,82,75,94,9,9,8,4,6,3,84,Business,Zenith Commerce
2305,18,11th,101,103,82,5,9,7,6,9,2,95,Scientist,Fusion Science
2306,16,11th,47,43,96,9,8,6,8,9,2,63,Musician,Divine Music
2307,18,12th,107,109,99,6,8,9,6,8,2,105,Engineer,Heroic Engineering
2308,16,11th,79,81,92,9,9,8,4,7,2,84,IT Professional,Ultimate Computing
2309,16,12th,101,85,73,3,8,8,9,8,2,86,Accountant,Total Finance
2310,16,11th,55,49,93,9,9,7,9,9,2,66,Artist,Fine Arts
2311,16,11th,92,95,78,6,9,8,6,8,2,88,Scientist,Environmental Scientist
2312,17,12th,37,33,105,10,9,5,9,8,2,62,Musician,Legendary Music
2313,17,12th,108,110,99,5,8,9,6,9,2,106,Doctor,Immortal Medicine
2314,16,11th,80,84,95,8,9,9,6,7,3,86,IT Professional,Total Programming
2315,16,12th,51,44,103,9,9,7,6,9,3,66,Artist,Ultimate Art
2316,17,12th,89,75,99,9,10,9,6,6,2,88,Business,Infinite Economy
2317,17,12th,93,94,79,6,9,8,6,7,2,89,Scientist,Physics Researcher
2318,18,11th,88,82,90,8,10,8,9,7,2,87,Business,Divine Business
2319,17,12th,79,91,85,8,7,6,8,6,3,85,IT Professional,Infinite Systems
2320,18,12th,95,96,81,5,9,8,5,7,2,91,Scientist,Bioinformatics
2321,18,12th,53,56,101,10,7,9,7,7,2,70,Artist,Performance Art
2322,17,12th,98,96,79,6,9,6,4,8,2,91,Engineer,Systems Engineering
2323,16,11th,100,99,83,6,10,7,4,8,2,94,Scientist,Divine Science
2324,18,12th,89,81,97,9,8,8,9,7,2,89,IT Professional,Planetary Computing
2325,16,12th,78,83,101,8,10,8,4,9,2,87,Lawyer,Epic Law
2326,18,11th,91,74,101,8,9,7,6,9,2,89,Business,Perfect Commerce
2327,16,12th,48,57,104,9,8,9,4,9,2,70,Artist,Heroic Art
2328,18,12th,48,51,108,9,9,8,5,6,2,69,Artist,Quantum Art
2329,17,12th,64,72,96,10,9,8,8,9,3,77,Designer,Web Design
2330,16,11th,97,93,88,6,8,8,8,6,2,93,Pilot,Final Pilot
2331,16,12th,92,92,84,6,7,8,9,9,2,89,Doctor,Immortal Medicine
2332,18,12th,106,116,101,4,7,9,4,7,3,108,Accountant,Elite Finance
2333,16,11th,106,108,98,7,9,9,7,8,2,104,Engineer,Pinnacle Engineering
2334,16,11th,77,84,92,8,9,8,8,8,3,84,Teacher,Curriculum Development
2335,18,12th,92,89,82,7,7,9,5,8,2,88,Engineer,Electronics & Communication
2336,17,11th,99,90,87,5,9,8,7,7,2,92,Pilot,Helicopter Pilot
2337,18,11th,99,90,85,5,10,9,9,8,2,91,Pilot,Search and Rescue Pilot
2338,16,11th,104,106,96,7,9,8,7,7,2,102,Engineer,Superior Engineering
2339,17,11th,96,88,81,7,7,7,4,9,2,88,Engineer,Zenith Engineering
2340,18,12th,87,86,100,9,10,9,8,6,2,91,Business,Master Business
2341,17,11th,60,71,94,10,9,9,6,7,3,75,Designer,Fashion Design
2342,17,11th,66,67,96,9,10,8,6,6,3,76,Designer,Sustainable Design
2343,16,11th,101,94,76,4,10,6,9,9,2,90,Accountant,ESG Reporting
2344,16,12th,87,85,101,9,8,6,9,7,2,91,Business,Immortal Business
2345,16,11th,103,94,81,5,9,9,5,6,3,93,Scientist,Summit Science
2346,18,12th,62,57,94,9,9,6,9,9,2,71,Artist,Sculpture
2347,16,11th,82,88,96,8,10,8,6,7,3,89,Teacher,History
2348,16,11th,68,58,97,9,10,9,5,9,2,74,Designer,Supreme Design
2349,18,11th,87,72,93,8,8,8,7,9,2,84,Lawyer,Mythical Law
2350,17,12th,84,90,93,8,9,6,5,8,2,89,IT Professional,Ultimate Programming
2351,18,11th,72,74,94,8,9,9,4,8,2,80,Psychologist,Reality Psychology
2352,17,12th,88,103,104,7,8,8,8,8,2,100,Lawyer,Zenith Law
2353,16,12th,92,101,80,5,8,8,7,9,3,91,Scientist,Computational Biology
2354,18,11th,58,50,102,9,7,7,7,7,2,70,Artist,Sculpture
2355,17,11th,100,97,93,5,8,9,8,9,2,97,Pilot,Perfect Pilot
2356,16,12th,42,50,104,9,9,6,7,7,3,65,Musician,Zenith Music
2357,16,11th,86,88,92,9,9,8,4,6,3,89,Business,Multidimensional Business
2358,16,11th,88,77,94,8,8,6,5,9,2,86,Business,Marketing
2359,16,11th,101,97,92,5,7,8,7,7,2,97,Pilot,Supreme Pilot
2360,17,11th,97,98,88,5,7,8,5,7,3,94,Engineer,Immortal Engineering
2361,17,11th,65,60,91,10,10,6,6,7,3,72,Designer,Perfect Design
2362,17,12th,104,82,74,4,7,7,8,9,3,87,Accountant,Heroic Finance
2363,16,12th,82,73,99,7,10,8,5,8,3,85,Lawyer,Consciousness Law
2364,18,11th,55,54,100,9,7,7,6,8,2,70,Artist,Multidimensional Art
2365,16,11th,88,80,95,8,7,7,8,8,3,88,Business,Consciousness Commerce
2366,17,12th,86,111,104,7,9,7,8,9,2,102,Teacher,Apex Learning
2367,17,11th,82,80,97,9,9,6,5,6,3,86,IT Professional,Consciousness Computing
2368,17,12th,86,87,88,9,8,8,8,9,2,87,IT Professional,DevOps
2369,18,11th,99,100,86,5,7,9,9,6,2,95,Doctor,Precision Medicine
2370,16,11th,81,78,104,7,10,8,8,9,3,88,Lawyer,Omnipresent Law
2371,16,11th,72,94,100,8,10,7,9,6,3,89,Teacher,Planetary Education
2372,16,11th,100,95,89,5,7,9,6,9,3,95,Engineer,Electronics & Communication
2373,16,11th,48,44,105,9,9,6,9,8,2,69,Artist,Heroic Art
2374,17,12th,99,101,90,5,8,9,6,9,2,97,Doctor,Divine Medicine
2375,16,12th,103,99,87,6,7,8,8,9,3,96,Scientist,Zenith Science
2376,17,12th,49,45,102,10,10,5,8,9,2,67,Artist,Complete Art
2377,17,12th,83,86,98,7,9,8,8,8,2,89,Lawyer,Eternal Law
2378,18,12th,75,83,97,9,9,8,9,8,3,85,Psychologist,Longevity Psychology
2379,18,11th,83,83,92,8,7,9,5,8,2,86,Teacher,Consciousness Learning
2380,18,12th,66,64,95,10,10,6,9,8,2,75,Designer,Motion Graphics
2381,17,12th,75,74,102,8,8,6,6,6,2,84,Lawyer,Corporate Law
2382,18,11th,96,94,87,6,10,9,7,9,3,92,Doctor,Infinite Life Medicine
2383,17,11th,73,87,100,8,10,9,7,8,2,87,Teacher,Divine Education
2384,16,11th,97,77,87,4,8,7,9,8,3,87,Accountant,Reality Finance
2385,17,11th,86,96,89,5,9,8,5,6,3,90,Doctor,Maximum Medicine
2386,18,11th,71,84,101,9,9,6,4,9,2,85,Psychologist,Summit Psychology
2387,16,11th,87,92,99,9,8,8,8,8,2,93,IT Professional,Universal Computing
2388,17,12th,84,82,98,8,7,7,6,7,3,88,IT Professional,Absolute Systems
2389,18,12th,98,100,89,6,8,9,7,9,2,96,Doctor,Longevity Medicine
2390,16,11th,52,42,98,10,8,7,9,6,3,64,Musician,Transcendent Music
2391,18,11th,63,72,90,9,9,9,7,8,3,75,Designer,Exhibition Design
2392,18,12th,89,92,99,8,9,7,8,8,2,93,IT Professional,Dimensional Programming
2393,16,11th,100,104,92,3,8,8,5,7,2,99,Accountant,Omnipotent Finance
2394,17,11th,82,89,92,7,9,9,4,9,2,88,Teacher,Supreme Education
2395,18,12th,92,83,77,4,7,8,4,7,2,84,Accountant,Regenerative Finance
2396,18,12th,77,82,94,7,7,6,4,7,3,84,Teacher,Absolute Education
2397,17,12th,91,89,97,8,8,8,9,8,2,93,Business,Omniscient Commerce
2398,17,12th,94,98,82,5,10,7,4,9,3,91,Doctor,Infinite Life Medicine
2399,16,11th,76,86,98,9,8,9,7,7,2,87,Psychologist,Epic Psychology
2400,16,11th,50,49,100,10,8,8,4,8,3,66,Musician,Reality Music
2401,16,11th,80,105,105,8,9,7,8,8,2,99,Psychologist,Summit Psychology
2402,17,11th,66,60,95,10,7,8,4,9,3,74,Designer,Sustainable Design
2403,18,12th,69,83,104,9,8,6,6,9,3,85,Psychologist,Developmental Psychology
2404,17,11th,76,93,97,7,7,9,4,6,2,89,Teacher,Reality Education
2405,16,12th,60,71,95,9,8,8,8,6,2,75,Designer,Heroic Design
2406,16,12th,79,81,103,7,10,6,5,9,3,88,Lawyer,Summit Law
2407,18,12th,95,91,86,6,8,9,8,6,2,91,Pilot,Space Pilot
2408,17,12th,84,101,102,8,9,8,9,8,2,96,Teacher,Absolute Education
2409,16,11th,96,102,102,8,9,8,10,8,2,101,Business,Total Business
2410,18,12th,54,50,98,10,10,5,9,9,2,67,Artist,Consciousness Art
2411,17,12th,97,91,76,3,8,9,9,9,3,88,Accountant,Omnipotent Finance
2412,17,12th,87,86,95,8,9,6,8,9,2,89,Business,Celestial Economy
2413,17,11th,84,80,93,7,8,7,9,8,2,86,Teacher,Mathematics
2414,17,12th,65,58,95,10,10,6,9,9,2,72,Designer,Graphic Design
2415,18,11th,71,83,104,9,9,7,8,6,2,86,Psychologist,Space Psychology
2416,18,11th,79,80,98,7,7,8,6,9,2,86,Lawyer,Intellectual Property Law
2417,16,11th,90,84,93,5,10,8,6,9,2,89,Pilot,Fusion Pilot
2418,16,11th,100,101,86,6,8,9,6,8,2,97,Scientist,Reality Science
2419,17,12th,53,49,95,10,10,5,9,9,3,66,Artist,Performance Art
2420,16,12th,99,79,93,4,8,7,9,6,2,90,Accountant,Supreme Finance
2421,18,11th,86,85,91,9,10,8,8,9,3,87,IT Professional,Data Science
2422,18,12th,88,75,84,4,9,8,4,9,2,82,Accountant,Maximum Finance
2423,17,11th,84,82,92,7,9,8,8,9,3,86,Teacher,Mathematics
2424,17,12th,87,80,94,4,10,7,8,6,2,87,Accountant,Space Economy
2425,16,11th,94,98,83,5,9,8,4,9,2,92,Scientist,Maximum Science
2426,17,12th,84,103,100,8,9,8,8,8,2,97,Teacher,Universal Education
2427,16,12th,92,76,99,8,7,6,6,6,2,89,Business,Cosmic Business
