Student_ID,Math_Score,Science_Score,English_Score,Extracurricular_Score,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Percentage,Career_Field,Subfield,Career_Subfield
652,62,65,81,8,9,6,6,8,4,70,Designer,Fashion,Designer → Fashion
653,81,90,65,6,8,6,6,6,6,77,IT Professional,Cybersecurity,IT Professional → Cybersecurity
654,84,69,95,7,9,10,7,9,5,78,Teacher,Administration,Teacher → Administration
655,89,82,72,3,9,8,5,6,6,72,Engineer,Civil,Engineer → Civil
656,100,85,85,6,10,9,7,5,2,84,Scientist,Physics,Scientist → Physics
657,82,99,89,6,7,9,7,8,4,84,Doctor,Neurosurgery,Doctor → Neurosurgery
658,89,78,76,7,9,9,5,6,4,79,IT Professional,DevOps,IT Professional → DevOps
659,75,90,65,8,9,7,7,7,4,78,IT Professional,Cybersecurity,IT Professional → Cybersecurity
660,77,72,84,7,9,10,7,10,4,75,Teacher,Elementary,Teacher → Elementary
661,88,100,75,6,10,8,6,8,3,84,Scientist,Chemistry,Scientist → Chemistry
662,80,98,80,5,8,10,6,5,4,79,Scientist,Physics,Scientist → Physics
663,80,65,83,7,8,7,9,9,5,75,Teacher,Science,Teacher → Science
664,75,77,79,8,10,7,9,7,2,78,Teacher,Administration,Teacher → Administration
665,71,60,96,4,9,10,6,8,5,66,Lawyer,Family Law,Lawyer → Family Law
666,90,85,83,6,8,7,4,7,4,82,Scientist,Data Science,Scientist → Data Science
667,78,65,78,5,7,8,9,9,4,68,Teacher,Special Education,Teacher → Special Education
668,68,74,79,6,8,9,6,8,3,70,Teacher,English,Teacher → English
669,75,75,80,4,7,7,7,8,6,70,IT Professional,AI/ML,IT Professional → AI/ML
670,84,63,98,4,9,9,8,7,4,72,Lawyer,Corporate Law,Lawyer → Corporate Law
671,82,70,65,6,8,6,6,6,4,71,IT Professional,DevOps,IT Professional → DevOps
672,87,95,81,7,8,9,5,8,3,85,Doctor,Neurosurgery,Doctor → Neurosurgery
673,77,59,72,8,7,7,7,6,5,72,Business,Entrepreneurship,Business → Entrepreneurship
674,91,97,66,6,10,7,5,8,3,83,Scientist,Physics,Scientist → Physics
675,76,78,85,4,8,7,7,8,6,71,IT Professional,AI/ML,IT Professional → AI/ML
676,92,100,77,3,10,10,5,8,5,79,Scientist,Biology,Scientist → Biology
677,65,85,89,8,8,8,6,10,2,79,Teacher,Science,Teacher → Science
678,78,96,79,7,8,8,6,7,3,82,Doctor,Pediatrics,Doctor → Pediatrics
679,67,67,76,8,8,5,6,9,4,71,Designer,Graphic Design,Designer → Graphic Design
680,81,77,77,7,9,6,6,7,4,77,IT Professional,Software Development,IT Professional → Software Development
681,77,80,80,7,9,9,9,6,4,76,Lawyer,IP Law,Lawyer → IP Law
682,78,80,76,9,6,8,10,7,4,81,Business,Management,Business → Management
683,85,68,89,6,8,8,9,5,3,75,Lawyer,Public Interest,Lawyer → Public Interest
684,90,85,74,6,8,10,5,10,4,80,Doctor,Psychiatry,Doctor → Psychiatry
685,100,100,65,5,9,9,7,5,2,83,Scientist,Environmental,Scientist → Environmental
686,85,100,80,6,7,10,6,8,4,84,Doctor,Pediatrics,Doctor → Pediatrics
687,86,70,71,6,8,6,5,7,6,73,IT Professional,AI/ML,IT Professional → AI/ML
688,88,100,68,7,8,10,4,6,4,84,Scientist,Environmental,Scientist → Environmental
689,76,85,90,3,8,10,7,9,4,73,Doctor,Orthopedics,Doctor → Orthopedics
690,92,75,82,5,10,9,6,6,6,76,IT Professional,DevOps,IT Professional → DevOps
691,93,100,90,7,8,8,5,8,4,90,Doctor,Pediatrics,Doctor → Pediatrics
692,89,67,84,10,9,7,7,8,4,84,Business,Management,Business → Management
693,65,71,83,5,7,8,7,5,6,68,Lawyer,Corporate Law,Lawyer → Corporate Law
694,93,94,77,5,6,8,5,7,2,81,Engineer,Mechanical,Engineer → Mechanical
695,83,62,75,7,7,9,9,9,4,73,Business,Operations,Business → Operations
696,75,77,69,6,9,6,8,5,5,72,IT Professional,DevOps,IT Professional → DevOps
697,92,98,65,4,9,9,4,6,3,79,Engineer,Chemical,Engineer → Chemical
698,76,61,91,6,7,8,7,6,6,72,Lawyer,IP Law,Lawyer → IP Law
699,80,57,83,7,6,8,9,7,4,71,Lawyer,Family Law,Lawyer → Family Law
700,76,58,98,7,7,8,9,7,3,74,Lawyer,Family Law,Lawyer → Family Law
701,90,85,75,4,8,8,5,7,2,76,Scientist,Physics,Scientist → Physics
702,79,80,87,6,10,10,9,9,3,77,Teacher,Science,Teacher → Science
703,88,87,65,4,8,10,5,6,4,74,Scientist,Research,Scientist → Research
704,85,69,94,7,8,8,7,8,2,78,Teacher,Administration,Teacher → Administration
705,83,76,91,8,10,10,9,10,4,82,Teacher,Elementary,Teacher → Elementary
706,93,87,74,5,8,8,6,7,4,79,Engineer,Aerospace,Engineer → Aerospace
707,87,85,71,6,6,8,7,7,5,78,Doctor,General Medicine,Doctor → General Medicine
708,85,59,98,5,7,8,8,7,4,74,Lawyer,IP Law,Lawyer → IP Law
709,80,96,66,4,10,9,4,7,5,75,Scientist,Research,Scientist → Research
710,62,60,80,10,10,8,8,7,5,73,Designer,Industrial,Designer → Industrial
711,75,98,79,4,6,10,8,10,5,76,Doctor,Orthopedics,Doctor → Orthopedics
712,79,90,80,4,9,8,7,8,2,75,Doctor,Neurosurgery,Doctor → Neurosurgery
713,69,50,80,10,8,8,6,9,6,71,Designer,Fashion,Designer → Fashion
714,75,70,80,5,8,6,7,6,6,69,IT Professional,DevOps,IT Professional → DevOps
715,65,70,75,8,9,7,10,7,6,72,Business,Marketing,Business → Marketing
716,72,71,95,5,7,9,6,6,4,73,Lawyer,Public Interest,Lawyer → Public Interest
717,78,82,87,9,8,8,8,9,3,83,Teacher,English,Teacher → English
718,82,81,89,7,7,7,7,8,4,81,Teacher,Administration,Teacher → Administration
719,86,85,82,4,8,10,6,9,4,76,Doctor,Neurosurgery,Doctor → Neurosurgery
720,80,87,79,6,8,9,7,9,2,77,Teacher,Special Education,Teacher → Special Education
721,75,61,90,8,7,10,9,5,4,75,Lawyer,Environmental Law,Lawyer → Environmental Law
722,100,94,71,5,9,7,5,8,5,81,Engineer,Aerospace,Engineer → Aerospace
723,68,59,70,10,10,8,7,6,6,72,Designer,Industrial,Designer → Industrial
724,73,70,94,8,8,10,8,5,5,78,Lawyer,Corporate Law,Lawyer → Corporate Law
725,77,79,78,10,8,9,8,8,5,82,Business,Management,Business → Management
726,66,55,80,8,9,8,7,5,4,68,Lawyer,Public Interest,Lawyer → Public Interest
727,86,85,67,8,9,8,5,8,5,81,IT Professional,DevOps,IT Professional → DevOps
728,87,85,73,5,7,8,6,9,5,77,Doctor,Pediatrics,Doctor → Pediatrics
729,65,56,92,5,9,10,8,8,4,64,Lawyer,Family Law,Lawyer → Family Law
730,83,90,85,8,10,8,7,10,4,84,Teacher,Administration,Teacher → Administration
731,82,80,93,6,7,10,7,8,4,78,Lawyer,Public Interest,Lawyer → Public Interest
732,95,79,81,5,10,9,6,8,4,78,IT Professional,AI/ML,IT Professional → AI/ML
733,82,76,65,6,9,6,6,8,6,72,IT Professional,UI/UX,IT Professional → UI/UX
734,93,85,69,6,8,8,4,8,4,79,Scientist,Data Science,Scientist → Data Science
735,67,62,74,8,8,5,9,8,7,69,Designer,Graphic Design,Designer → Graphic Design
736,79,95,70,6,7,8,7,9,4,79,Doctor,Orthopedics,Doctor → Orthopedics
737,75,87,86,5,10,10,8,9,3,76,Teacher,English,Teacher → English
738,64,63,90,8,9,8,6,7,4,71,Designer,Architecture,Designer → Architecture
739,85,60,96,4,9,8,6,7,5,71,Lawyer,IP Law,Lawyer → IP Law
740,100,83,78,7,7,10,6,8,3,84,Engineer,Mechanical,Engineer → Mechanical
741,89,85,90,5,9,9,7,10,5,80,Doctor,Pediatrics,Doctor → Pediatrics
742,82,90,83,6,8,10,7,7,3,80,Doctor,Neurosurgery,Doctor → Neurosurgery
743,90,72,87,9,9,9,9,6,6,84,Business,Consulting,Business → Consulting
744,76,74,94,9,9,8,8,9,5,81,Business,Management,Business → Management
745,75,100,82,8,8,8,5,8,3,84,Doctor,Cardiology,Doctor → Cardiology
746,73,61,84,8,8,8,8,8,5,72,Business,Entrepreneurship,Business → Entrepreneurship
747,100,98,73,6,6,10,6,6,5,86,Engineer,Aerospace,Engineer → Aerospace
748,90,94,65,3,6,10,4,6,5,75,Engineer,Civil,Engineer → Civil
749,93,88,64,5,8,8,5,7,2,77,Engineer,Aerospace,Engineer → Aerospace
750,83,100,79,5,8,7,4,5,3,81,Scientist,Research,Scientist → Research
751,70,85,81,8,8,9,7,7,5,79,Teacher,Science,Teacher → Science
752,76,61,75,10,10,6,8,8,3,76,Designer,Industrial,Designer → Industrial
753,77,65,86,6,7,7,9,7,5,72,Business,Consulting,Business → Consulting
754,85,95,73,4,6,9,5,6,3,77,Engineer,Aerospace,Engineer → Aerospace
755,61,63,87,10,9,5,8,9,3,75,Designer,Industrial,Designer → Industrial
756,70,60,71,9,7,8,7,7,4,71,Business,Marketing,Business → Marketing
757,95,73,65,7,7,6,4,6,5,76,IT Professional,Software Development,IT Professional → Software Development
758,71,74,98,8,8,9,6,7,6,78,Lawyer,Family Law,Lawyer → Family Law
759,69,59,70,9,10,5,7,9,5,71,Designer,Fashion,Designer → Fashion
760,95,85,67,8,7,7,5,5,4,83,IT Professional,Data Science,IT Professional → Data Science
761,83,71,75,5,10,7,5,8,6,71,IT Professional,DevOps,IT Professional → DevOps
762,70,89,86,7,7,10,7,9,3,79,Teacher,Special Education,Teacher → Special Education
763,93,94,68,6,8,8,7,6,2,82,Scientist,Environmental,Scientist → Environmental
764,69,68,93,7,9,10,8,8,4,73,Teacher,Administration,Teacher → Administration
765,75,60,87,4,8,8,8,7,6,66,Lawyer,Criminal Law,Lawyer → Criminal Law
766,73,74,87,5,6,9,9,5,5,72,Lawyer,Criminal Law,Lawyer → Criminal Law
767,100,80,83,3,9,9,4,8,3,77,Engineer,Chemical,Engineer → Chemical
768,76,62,95,10,6,7,7,7,4,80,Business,Operations,Business → Operations
769,94,74,76,6,7,8,4,6,5,77,IT Professional,DevOps,IT Professional → DevOps
770,65,68,96,6,9,9,7,5,6,71,Lawyer,Family Law,Lawyer → Family Law
771,90,89,70,5,9,9,6,5,3,78,Engineer,Chemical,Engineer → Chemical
772,97,98,65,3,9,7,5,6,5,78,Scientist,Chemistry,Scientist → Chemistry
773,100,88,85,5,10,8,4,5,5,84,Scientist,Data Science,Scientist → Data Science
774,68,73,71,9,9,7,9,9,4,75,Designer,UI/UX,Designer → UI/UX
775,89,81,85,7,10,7,6,5,4,83,IT Professional,AI/ML,IT Professional → AI/ML
776,96,95,85,3,9,8,5,6,3,81,Scientist,Biology,Scientist → Biology
777,87,87,78,6,8,10,6,8,4,79,Doctor,Orthopedics,Doctor → Orthopedics
778,81,61,79,9,7,8,9,7,3,77,Business,Management,Business → Management
779,83,80,82,4,9,7,4,7,7,74,IT Professional,Data Science,IT Professional → Data Science
780,97,94,75,3,10,10,4,7,4,78,Scientist,Data Science,Scientist → Data Science
781,81,64,76,8,9,8,10,8,6,74,Business,Operations,Business → Operations
782,79,77,94,6,8,7,6,10,4,77,Teacher,Administration,Teacher → Administration
783,99,98,71,5,9,8,6,5,3,83,Engineer,Aerospace,Engineer → Aerospace
784,80,55,82,9,9,10,9,8,5,75,Business,Entrepreneurship,Business → Entrepreneurship
785,81,70,85,7,9,8,9,8,5,76,Lawyer,Family Law,Lawyer → Family Law
786,81,92,78,6,6,9,7,9,3,79,Doctor,Neurosurgery,Doctor → Neurosurgery
787,68,77,91,7,9,7,8,8,2,75,Teacher,Science,Teacher → Science
788,80,78,98,5,9,9,8,8,4,77,Lawyer,Environmental Law,Lawyer → Environmental Law
789,77,97,71,5,7,10,7,9,2,77,Doctor,Pediatrics,Doctor → Pediatrics
790,96,80,68,6,8,9,6,8,3,79,Engineer,Civil,Engineer → Civil
791,88,92,62,5,9,8,6,7,5,76,Engineer,Electrical,Engineer → Electrical
792,65,55,88,8,9,8,7,7,5,69,Business,Operations,Business → Operations
793,75,89,70,4,8,8,8,8,4,71,Doctor,Psychiatry,Doctor → Psychiatry
794,75,71,85,8,8,9,7,7,4,78,Business,Consulting,Business → Consulting
795,72,81,95,9,7,10,7,9,2,82,Teacher,Mathematics,Teacher → Mathematics
796,91,89,71,7,9,7,6,8,3,82,Scientist,Physics,Scientist → Physics
797,80,100,85,5,8,9,4,7,4,80,Scientist,Research,Scientist → Research
798,70,78,95,8,10,7,7,8,3,79,Teacher,English,Teacher → English
799,95,100,80,8,8,9,6,10,3,90,Doctor,Neurosurgery,Doctor → Neurosurgery
800,81,66,80,4,7,8,6,8,5,68,Lawyer,Environmental Law,Lawyer → Environmental Law
801,65,64,80,6,9,10,7,8,3,66,Lawyer,IP Law,Lawyer → IP Law
802,71,52,86,10,10,8,9,8,5,74,Designer,Industrial,Designer → Industrial
803,68,80,88,6,6,9,9,6,5,74,Lawyer,Public Interest,Lawyer → Public Interest
804,75,66,78,8,10,6,9,7,3,74,Designer,UI/UX,Designer → UI/UX
805,85,61,83,4,6,9,9,6,4,68,Lawyer,Environmental Law,Lawyer → Environmental Law
806,87,78,84,5,7,8,9,7,3,77,Teacher,Science,Teacher → Science
807,95,83,65,4,7,6,4,7,5,75,IT Professional,DevOps,IT Professional → DevOps
808,91,70,72,6,8,7,6,8,5,75,IT Professional,Cybersecurity,IT Professional → Cybersecurity
809,81,99,81,7,10,8,6,6,5,84,Scientist,Environmental,Scientist → Environmental
810,78,64,80,7,9,8,8,8,7,74,Designer,Architecture,Designer → Architecture
811,83,93,84,6,9,8,7,7,3,82,Scientist,Research,Scientist → Research
812,71,74,79,10,7,10,9,9,4,80,Business,Entrepreneurship,Business → Entrepreneurship
813,85,70,85,5,7,8,6,7,6,73,IT Professional,AI/ML,IT Professional → AI/ML
814,76,69,87,9,7,8,8,6,3,78,Business,Finance,Business → Finance
815,78,69,98,5,9,10,7,8,5,74,Lawyer,Corporate Law,Lawyer → Corporate Law
816,81,100,84,8,7,8,7,9,4,87,Doctor,Neurosurgery,Doctor → Neurosurgery
817,74,65,70,10,10,7,6,8,6,76,Designer,Industrial,Designer → Industrial
818,78,75,73,4,10,8,6,6,4,69,IT Professional,Cybersecurity,IT Professional → Cybersecurity
819,85,55,98,5,7,8,8,5,5,73,Lawyer,Family Law,Lawyer → Family Law
820,80,85,79,4,10,7,4,5,4,73,Scientist,Data Science,Scientist → Data Science
821,91,96,79,5,6,10,7,7,3,82,Engineer,Civil,Engineer → Civil
822,77,71,83,8,9,10,7,10,2,78,Teacher,Administration,Teacher → Administration
823,84,65,70,8,7,9,9,6,5,76,Business,Entrepreneurship,Business → Entrepreneurship
824,90,85,87,5,7,10,7,8,4,80,Doctor,Cardiology,Doctor → Cardiology
825,100,90,60,7,7,8,5,6,5,83,Engineer,Mechanical,Engineer → Mechanical
826,85,94,78,4,6,8,6,8,2,77,Engineer,Computer Science,Engineer → Computer Science
827,95,79,70,5,10,7,6,8,6,75,IT Professional,UI/UX,IT Professional → UI/UX
828,72,77,96,4,6,9,7,7,5,73,Lawyer,Corporate Law,Lawyer → Corporate Law
829,74,72,90,5,9,8,6,7,3,72,Teacher,Mathematics,Teacher → Mathematics
830,74,75,75,6,8,9,7,9,4,73,Teacher,Elementary,Teacher → Elementary
831,85,59,93,7,7,8,7,7,5,76,Lawyer,Corporate Law,Lawyer → Corporate Law
832,85,86,87,4,7,8,7,9,4,77,Doctor,Cardiology,Doctor → Cardiology
833,93,100,67,7,10,9,7,5,3,85,Scientist,Chemistry,Scientist → Chemistry
834,83,72,85,8,10,9,9,8,3,80,Teacher,Elementary,Teacher → Elementary
835,89,86,75,7,8,8,6,9,4,82,Doctor,Neurosurgery,Doctor → Neurosurgery
836,90,82,77,8,8,9,6,5,4,83,IT Professional,UI/UX,IT Professional → UI/UX
837,78,81,88,8,7,7,9,10,2,81,Teacher,English,Teacher → English
838,67,74,70,10,10,5,8,7,6,76,Designer,Game Design,Designer → Game Design
839,74,66,89,6,7,10,8,7,6,71,Lawyer,Criminal Law,Lawyer → Criminal Law
840,81,83,83,6,10,8,8,10,5,79,Teacher,Mathematics,Teacher → Mathematics
841,89,92,77,7,6,8,6,7,6,84,Engineer,Civil,Engineer → Civil
842,100,80,72,6,6,8,6,7,3,80,Engineer,Electrical,Engineer → Electrical
843,82,81,95,7,8,7,8,7,3,82,Teacher,Administration,Teacher → Administration
844,76,74,70,9,8,7,9,9,6,78,Business,Operations,Business → Operations
845,84,58,93,7,8,9,7,7,4,76,Lawyer,IP Law,Lawyer → IP Law
846,75,94,89,6,7,10,5,10,2,82,Doctor,Neurosurgery,Doctor → Neurosurgery
847,100,80,79,3,7,8,6,7,3,77,Engineer,Electrical,Engineer → Electrical
848,71,67,80,10,8,5,7,7,5,77,Designer,Game Design,Designer → Game Design
849,90,90,74,5,7,9,5,8,4,79,Engineer,Civil,Engineer → Civil
850,75,100,90,8,8,9,5,9,3,86,Doctor,General Medicine,Doctor → General Medicine
851,85,84,64,6,9,9,4,8,3,76,Engineer,Computer Science,Engineer → Computer Science
852,55,51,90,9,10,5,9,8,4,68,Designer,Graphic Design,Designer → Graphic Design
853,80,75,79,5,9,6,8,5,5,73,IT Professional,AI/ML,IT Professional → AI/ML
854,77,87,95,6,9,7,8,8,5,79,Teacher,Mathematics,Teacher → Mathematics
855,84,88,72,7,8,10,5,10,5,79,Doctor,Psychiatry,Doctor → Psychiatry
856,81,90,84,7,8,9,5,7,3,82,Doctor,Psychiatry,Doctor → Psychiatry
857,81,85,84,7,9,8,6,8,2,81,Scientist,Biology,Scientist → Biology
858,66,59,94,4,8,8,9,7,5,65,Lawyer,Family Law,Lawyer → Family Law
859,70,50,74,10,8,6,6,8,6,71,Designer,UI/UX,Designer → UI/UX
860,100,87,64,5,9,7,5,7,5,79,Engineer,Electrical,Engineer → Electrical
861,76,63,98,5,7,8,8,8,3,72,Lawyer,Public Interest,Lawyer → Public Interest
862,76,67,98,4,7,9,7,8,5,70,Lawyer,Criminal Law,Lawyer → Criminal Law
863,69,77,79,9,8,9,8,7,3,78,Teacher,Mathematics,Teacher → Mathematics
864,100,82,79,5,9,10,4,5,3,79,Engineer,Computer Science,Engineer → Computer Science
865,91,90,81,5,8,7,7,7,7,80,IT Professional,AI/ML,IT Professional → AI/ML
866,75,85,80,6,9,9,8,7,3,76,Doctor,General Medicine,Doctor → General Medicine
867,64,67,82,8,9,5,6,8,6,72,Designer,Architecture,Designer → Architecture
868,100,80,68,4,8,9,4,7,4,76,Engineer,Civil,Engineer → Civil
869,100,91,71,5,7,7,6,6,4,82,Engineer,Chemical,Engineer → Chemical
870,65,77,80,6,9,9,9,7,5,71,Business,Consulting,Business → Consulting
871,69,71,80,4,7,10,6,8,5,66,Lawyer,Criminal Law,Lawyer → Criminal Law
872,90,80,76,6,8,7,9,9,5,78,Business,Entrepreneurship,Business → Entrepreneurship
873,67,74,98,8,8,8,7,6,5,78,Lawyer,Family Law,Lawyer → Family Law
874,89,71,85,8,9,8,6,7,5,81,IT Professional,UI/UX,IT Professional → UI/UX
875,92,96,85,3,7,7,7,6,2,80,Engineer,Civil,Engineer → Civil
876,83,71,94,9,8,7,10,6,3,82,Business,Consulting,Business → Consulting
877,84,72,94,6,8,8,7,7,5,78,Lawyer,Corporate Law,Lawyer → Corporate Law
878,93,85,69,3,10,10,5,7,3,73,Scientist,Chemistry,Scientist → Chemistry
879,66,53,70,9,8,5,7,8,6,67,Designer,Game Design,Designer → Game Design
880,76,61,90,9,8,7,8,7,5,77,Designer,Graphic Design,Designer → Graphic Design
881,61,50,78,9,9,8,9,7,5,66,Designer,Game Design,Designer → Game Design
882,82,64,92,10,6,10,10,8,6,82,Business,Entrepreneurship,Business → Entrepreneurship
883,88,97,72,3,8,8,8,8,2,76,Doctor,Psychiatry,Doctor → Psychiatry
884,88,89,83,5,9,10,5,9,3,79,Doctor,Orthopedics,Doctor → Orthopedics
885,99,90,72,5,9,7,4,8,2,81,Engineer,Chemical,Engineer → Chemical
886,82,80,93,6,7,8,8,6,4,79,Business,Finance,Business → Finance
887,65,77,73,7,8,9,10,9,4,71,Business,Entrepreneurship,Business → Entrepreneurship
888,86,58,86,10,8,8,10,9,5,80,Business,Entrepreneurship,Business → Entrepreneurship
889,90,91,71,4,10,8,5,6,3,77,Scientist,Data Science,Scientist → Data Science
890,73,76,80,7,9,7,6,9,4,75,Teacher,Science,Teacher → Science
891,98,85,77,7,9,8,7,5,5,84,Scientist,Chemistry,Scientist → Chemistry
892,75,58,95,6,7,8,6,7,5,71,Lawyer,Family Law,Lawyer → Family Law
893,86,100,89,5,7,9,7,10,2,83,Doctor,Pediatrics,Doctor → Pediatrics
894,71,59,87,8,8,7,9,7,4,72,Business,Consulting,Business → Consulting
895,77,66,74,10,8,5,8,9,6,77,Designer,Industrial,Designer → Industrial
896,75,71,74,4,9,6,6,5,5,67,IT Professional,Data Science,IT Professional → Data Science
897,78,61,80,7,8,10,6,6,5,72,Lawyer,Public Interest,Lawyer → Public Interest
898,97,96,84,6,7,10,4,6,5,86,Engineer,Chemical,Engineer → Chemical
899,68,66,95,9,9,9,8,9,4,77,Business,Finance,Business → Finance
900,77,100,85,8,6,9,6,9,3,86,Doctor,Pediatrics,Doctor → Pediatrics
901,87,80,80,6,8,9,6,7,5,77,IT Professional,UI/UX,IT Professional → UI/UX
902,90,65,72,9,9,7,10,7,4,79,Business,Finance,Business → Finance
903,77,68,92,10,7,9,9,9,5,82,Business,Operations,Business → Operations
904,75,96,88,7,7,8,7,8,4,83,Doctor,Neurosurgery,Doctor → Neurosurgery
905,73,80,91,9,7,9,9,8,3,82,Teacher,Elementary,Teacher → Elementary
906,65,79,79,9,9,8,6,10,3,77,Teacher,Mathematics,Teacher → Mathematics
907,91,95,74,6,10,8,7,8,3,83,Scientist,Chemistry,Scientist → Chemistry
908,85,77,86,5,6,8,9,5,6,75,Lawyer,Family Law,Lawyer → Family Law
909,90,57,84,6,6,7,9,7,3,74,Business,Operations,Business → Operations
910,99,98,68,6,6,7,7,7,5,84,Engineer,Aerospace,Engineer → Aerospace
911,78,61,85,9,8,7,9,8,4,77,Business,Operations,Business → Operations
912,88,92,84,5,6,9,5,8,5,82,Doctor,Orthopedics,Doctor → Orthopedics
913,92,94,85,5,6,7,5,5,5,83,Engineer,Aerospace,Engineer → Aerospace
914,95,100,69,7,9,7,7,5,3,86,Scientist,Physics,Scientist → Physics
915,77,65,80,5,9,8,9,7,4,69,Lawyer,Corporate Law,Lawyer → Corporate Law
916,55,62,74,10,8,7,9,8,6,69,Designer,UI/UX,Designer → UI/UX
917,79,80,77,6,6,8,7,6,6,76,Business,Operations,Business → Operations
918,55,63,90,7,10,5,8,9,3,68,Designer,Architecture,Designer → Architecture
919,100,98,68,5,8,10,7,6,2,83,Engineer,Chemical,Engineer → Chemical
920,70,62,79,6,9,8,8,8,5,68,Business,Consulting,Business → Consulting
921,87,94,76,7,6,8,5,10,4,84,Doctor,Pediatrics,Doctor → Pediatrics
922,88,65,82,5,7,7,8,9,4,72,Teacher,Special Education,Teacher → Special Education
923,78,78,82,8,9,9,7,6,5,78,Business,Entrepreneurship,Business → Entrepreneurship
924,65,64,98,8,7,10,6,8,3,74,Lawyer,Criminal Law,Lawyer → Criminal Law
925,88,97,70,5,8,8,6,8,3,79,Doctor,Cardiology,Doctor → Cardiology
926,79,84,80,7,8,8,6,8,4,80,Teacher,English,Teacher → English
927,90,92,75,6,9,8,7,7,2,81,Scientist,Research,Scientist → Research
928,65,67,81,10,9,7,8,6,5,76,Business,Finance,Business → Finance
929,85,96,81,6,9,10,5,6,2,83,Scientist,Environmental,Scientist → Environmental
930,89,97,72,7,9,7,6,8,3,84,Scientist,Environmental,Scientist → Environmental
931,95,93,90,6,8,8,6,7,2,86,Doctor,General Medicine,Doctor → General Medicine
932,83,61,77,8,6,9,10,8,3,75,Business,Marketing,Business → Marketing
933,73,70,90,9,6,9,10,7,6,80,Business,Consulting,Business → Consulting
934,92,90,73,6,8,6,5,7,5,82,IT Professional,Cybersecurity,IT Professional → Cybersecurity
935,74,74,86,5,7,9,7,10,4,72,Teacher,Special Education,Teacher → Special Education
936,82,65,85,7,7,8,9,7,6,75,Business,Entrepreneurship,Business → Entrepreneurship
937,96,95,75,6,7,9,6,6,2,85,Engineer,Aerospace,Engineer → Aerospace
938,75,97,77,6,8,8,7,7,4,79,Doctor,Cardiology,Doctor → Cardiology
939,80,79,85,7,7,7,9,9,5,78,Teacher,Administration,Teacher → Administration
940,77,85,80,5,8,8,5,7,5,74,Doctor,Orthopedics,Doctor → Orthopedics
941,90,85,65,3,8,9,5,8,5,72,Scientist,Biology,Scientist → Biology
942,84,55,76,6,8,9,9,7,4,69,Business,Consulting,Business → Consulting
943,83,64,70,8,8,10,7,7,4,74,Business,Operations,Business → Operations
944,78,55,80,8,8,6,9,8,3,72,Designer,UI/UX,Designer → UI/UX
945,91,91,77,5,9,9,7,7,2,81,Scientist,Data Science,Scientist → Data Science
946,70,76,88,6,7,9,8,5,3,73,Lawyer,IP Law,Lawyer → IP Law
947,78,67,89,8,6,8,7,8,6,77,Business,Marketing,Business → Marketing
948,65,82,80,8,8,10,6,8,3,75,Teacher,Science,Teacher → Science
949,74,63,88,8,9,6,7,8,6,75,Designer,UI/UX,Designer → UI/UX
950,65,77,81,8,8,9,6,8,3,74,Lawyer,Family Law,Lawyer → Family Law
951,100,83,81,5,6,9,6,8,5,81,Engineer,Computer Science,Engineer → Computer Science
952,80,100,72,5,8,8,5,8,2,78,Scientist,Biology,Scientist → Biology
953,93,98,70,7,8,7,7,8,4,85,Engineer,Civil,Engineer → Civil
954,83,64,70,6,7,8,9,7,5,71,Business,Marketing,Business → Marketing
955,92,89,83,7,6,8,5,6,5,85,Engineer,Computer Science,Engineer → Computer Science
956,71,72,94,8,9,7,6,8,3,77,Teacher,Administration,Teacher → Administration
957,91,81,63,7,7,10,6,7,3,77,Engineer,Computer Science,Engineer → Computer Science
958,65,77,87,5,8,9,8,7,3,71,Lawyer,Family Law,Lawyer → Family Law
959,90,80,87,7,6,10,9,7,4,83,Business,Operations,Business → Operations
960,82,71,92,8,6,10,8,7,3,81,Business,Finance,Business → Finance
961,92,100,86,5,7,8,8,9,4,85,Doctor,Neurosurgery,Doctor → Neurosurgery
962,100,93,82,3,7,10,4,6,4,80,Engineer,Computer Science,Engineer → Computer Science
963,80,55,84,10,8,10,7,9,6,77,Business,Marketing,Business → Marketing
964,89,85,84,6,8,8,5,8,4,80,Doctor,Pediatrics,Doctor → Pediatrics
965,66,77,86,6,6,10,8,5,5,73,Lawyer,IP Law,Lawyer → IP Law
966,85,71,75,4,9,7,4,6,4,70,IT Professional,Software Development,IT Professional → Software Development
967,86,86,86,3,7,8,6,9,3,75,Doctor,Orthopedics,Doctor → Orthopedics
968,73,58,94,4,9,10,8,5,5,67,Lawyer,Corporate Law,Lawyer → Corporate Law
969,80,90,74,5,7,8,6,7,4,77,IT Professional,AI/ML,IT Professional → AI/ML
970,75,85,90,6,7,9,5,10,3,78,Doctor,General Medicine,Doctor → General Medicine
971,89,87,72,5,8,8,4,6,4,77,Engineer,Aerospace,Engineer → Aerospace
972,100,87,66,5,8,10,4,6,5,80,Engineer,Mechanical,Engineer → Mechanical
973,90,61,77,6,7,8,10,7,4,73,Business,Management,Business → Management
974,77,80,94,5,8,10,8,8,4,77,Lawyer,Public Interest,Lawyer → Public Interest
975,75,89,85,4,10,7,7,6,6,75,IT Professional,DevOps,IT Professional → DevOps
976,81,81,75,8,8,8,8,10,3,79,Teacher,Elementary,Teacher → Elementary
